SQ1,SQ2,SQ3,SQ5,SQ7,SQ8,Q2_7,Q2_8,Q2_9,Q2_10,Q4_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q12_2,Q14_2,Q17,Q18,Q19,Q20,Q22,Q23,Q28,Q29,Q30,Q31,Q38,Q39,Q41
2,46,4,7,9,1,8,8,5,8,3,9,9,8,8,8,8,8,8,18,8,21,1,3,1,1,2,1,8,6,1,2,7,7
2,41,40,8,21,1,7,7,5,6,2,10,6,6,6,5,6,6,7,5,28,90,1,2,2,2,3,2,,,3,6,7,14
1,55,14,7,2,2,8,8,6,7,2,3,8,8,7,8,9,9,9,5,8,60,3,5,1,1,2,1,28,,1,1,9,2
2,32,14,7,14,1,7,7,7,7,2,5,7,6,9,8,7,7,6,18,8,40,1,5,1,1,3,1,8,6,3,6,3,7
2,28,28,7,1,1,5,7,8,7,2,9,7,7,8,9,6,7,7,15,28,30,1,4,1,1,2,5,,,4,1,3,5
1,41,12,7,25,2,8,9,9,8,2,15,8,8,6,6,8,9,7,6,8,90,1,5,3,1,1,2,,,3,1,3,5
2,38,13,7,8,1,8,8,8,8,2,10,8,8,5,7,8,8,10,6,2,20,1,3,1,2,2,1,8,2,2,6,7,6
2,38,12,7,8,2,6,6,5,5,3,4,8,7,6,6,6,6,5,18,28,15,1,2,1,1,2,1,2,6,1,1,3,4
2,36,11,8,25,2,6,6,5,5,3,14,5,5,5,5,5,5,5,18,28,15,1,2,1,1,2,1,28,,4,6,8,1
2,32,26,7,25,2,3,5,6,4,3,9,6,5,4,6,5,6,6,18,28,120,2,5,1,1,2,3,,,1,2,8,14
1,46,10,8,8,1,5,6,5,5,3,11,5,5,5,5,5,5,5,6,2,10,2,2,1,2,2,1,8,3,2,1,3,14
2,63,13,7,27,1,3,6,6,6,5,13,6,6,7,6,6,6,6,5,8,30,2,1,1,1,2,1,8,10,4,2,7,5
2,26,27,7,25,2,5,7,6,6,3,10,5,6,6,7,6,6,6,2,8,14,2,2,2,1,2,1,8,6,1,3,9,1
2,22,13,7,27,1,8,7,7,7,2,8,6,7,6,6,7,7,6,16,28,20,3,5,3,1,2,1,28,,1,1,3,1
2,27,40,7,27,1,5,5,5,5,3,11,5,5,5,5,5,5,6,18,28,7,1,3,1,1,2,10,,,3,1,3,3
2,46,43,7,9,1,9,9,9,9,2,2,9,9,9,9,9,9,9,18,8,15,1,3,1,1,1,1,8,6,1,1,9,4
2,40,27,7,25,1,5,4,8,7,2,10,7,7,7,7,5,5,5,18,8,180,3,5,4,1,2,1,8,6,4,1,3,6
2,39,11,7,12,1,7,6,8,8,2,8,7,7,8,9,8,7,9,12,8,14,1,3,1,2,2,1,12,3,2,6,3,10
2,34,13,7,25,1,5,6,6,5,3,9,7,6,6,6,6,7,6,6,8,5,7,3,2,1,1,1,25,1,1,2,2,7
1,33,12,7,2,1,8,8,8,8,2,19,8,8,6,7,9,9,9,18,28,30,1,2,1,4,1,11,,,2,6,3,4
2,61,13,7,27,1,7,5,4,7,3,8,5,5,4,5,5,5,6,18,8,30,2,2,2,1,2,1,8,10,3,1,7,2
2,29,15,7,8,2,8,6,7,8,2,7,7,7,6,5,6,7,6,5,24,120,2,10,1,1,1,1,8,1,1,4,2,5
1,49,11,7,27,1,5,5,5,5,3,2,5,5,5,5,5,5,5,18,28,30,3,2,1,1,3,11,,,4,1,3,5
2,50,1,7,24,2,5,4,6,6,3,9,5,5,1,7,6,6,4,18,8,20,3,2,2,1,2,1,8,2,3,6,6,14
2,25,27,7,25,2,8,6,6,6,2,19,8,8,6,7,7,7,7,6,8,90,4,3,2,1,2,1,8,6,1,2,7,14
1,42,1,7,27,2,10,10,10,10,1,11,10,10,10,10,10,10,10,18,28,7,3,1,1,3,2,1,28,,2,1,8,1
2,33,13,7,8,1,4,6,7,7,2,19,7,6,7,7,8,6,8,18,28,20,6,5,2,3,3,9,,,2,1,2,3
2,29,43,7,12,1,7,7,7,7,3,7,5,5,5,5,5,5,5,5,28,30,2,3,3,1,2,1,28,,1,2,2,7
1,56,26,7,27,1,7,6,5,6,2,13,7,7,6,7,6,7,6,5,28,30,4,5,1,1,2,5,,,3,1,3,7
2,34,13,7,25,2,5,5,6,5,2,13,7,7,4,8,8,9,7,5,8,25,1,6,3,1,2,1,8,6,4,1,8,2
1,44,16,7,12,1,7,7,7,7,3,16,6,7,7,7,7,7,7,18,2,30,2,3,1,1,2,11,,,3,1,4,8
2,32,22,7,25,1,7,8,8,8,2,12,8,8,6,10,10,8,8,6,8,60,3,20,2,2,3,1,8,6,1,6,8,6
2,23,41,7,9,2,10,10,10,10,2,6,5,5,5,5,5,5,5,18,28,60,1,10,2,1,3,1,28,,1,2,8,4
1,64,11,7,27,2,8,8,9,8,2,2,9,9,9,8,8,8,9,18,28,30,3,3,1,2,2,11,,,2,1,8,3
2,32,40,7,25,1,7,7,7,7,2,9,8,8,5,7,7,8,8,6,8,50,2,8,1,1,2,1,25,1,1,6,7,6
2,45,33,7,27,2,10,10,10,10,1,15,10,10,10,10,10,10,10,6,28,7,1,2,1,1,2,8,,,1,4,8,1
2,24,14,7,25,1,7,7,7,7,3,3,7,7,7,7,7,7,7,18,8,60,2,5,1,2,2,1,25,1,1,1,3,3
1,42,40,7,12,2,8,10,9,6,2,15,10,7,9,8,10,7,6,6,2,20,1,5,1,2,1,1,8,9,2,1,2,4
2,51,14,7,2,1,8,8,8,8,2,9,7,7,7,7,7,7,7,5,25,60,1,4,1,1,2,1,25,1,4,2,7,7
2,48,28,7,12,2,2,2,5,5,3,10,5,5,5,5,5,5,5,18,8,30,2,2,2,1,2,1,12,6,3,5,7,3
1,34,14,7,12,2,6,5,8,8,2,11,9,8,5,9,7,8,10,6,2,90,4,10,1,6,2,1,8,2,3,6,3,8
1,44,13,7,25,1,7,7,7,7,3,2,7,7,7,7,7,7,7,18,28,15,1,5,1,1,2,1,28,,4,1,3,3
1,44,26,7,24,2,5,7,7,5,3,2,5,7,7,6,7,6,6,5,8,180,1,10,1,1,2,1,8,2,1,1,3,10
2,31,14,7,8,2,6,4,4,5,4,5,7,5,6,6,6,5,6,4,24,180,4,10,5,1,2,5,,,1,1,3,7
1,44,13,7,21,1,5,5,5,5,3,11,5,5,4,4,3,4,4,6,28,2,5,0,1,1,2,1,8,10,3,1,9,3
2,30,40,7,2,2,3,4,5,5,3,2,8,6,5,4,5,4,4,18,25,7,3,3,3,1,2,1,8,2,1,6,7,14
1,48,14,8,25,2,6,7,8,8,2,7,7,7,7,8,7,8,7,4,8,14,1,4,2,2,1,1,8,6,3,1,3,10
2,41,13,7,2,2,8,8,8,8,1,10,8,8,5,8,7,8,8,2,8,45,2,5,3,2,2,1,2,6,2,1,3,9
2,44,4,8,27,2,7,6,4,6,3,14,6,7,5,4,7,4,7,16,24,50,2,3,2,1,2,10,,,4,6,7,5
1,40,23,7,25,2,8,7,8,7,2,13,7,7,7,8,7,7,7,2,8,10,1,5,3,1,2,1,8,2,4,1,2,4
1,23,13,7,21,1,9,9,9,9,1,11,9,9,9,9,9,9,9,5,8,3,2,5,5,1,2,1,8,6,1,1,1,14
1,34,13,7,9,2,6,8,7,8,3,7,7,7,7,7,6,6,6,4,14,30,2,5,1,1,2,1,2,6,1,2,6,6
2,36,15,7,25,2,8,8,8,8,2,10,7,7,7,8,7,8,8,18,8,60,3,5,1,1,2,1,8,10,1,2,8,5
1,39,9,7,2,1,9,9,9,9,2,2,9,8,8,9,9,8,8,4,1,1,3,3,4,3,2,5,,,2,1,3,4
1,70,12,7,27,2,9,8,9,9,2,11,8,8,7,9,9,8,8,5,6,20,3,5,1,1,2,11,,,1,2,10,8
1,43,12,8,25,1,5,5,5,6,3,7,7,6,6,6,5,5,6,18,28,10,1,3,1,1,1,1,28,,1,6,5,5
2,36,28,7,25,2,6,7,7,7,3,2,6,7,7,7,7,7,7,4,28,2,3,1,2,1,1,1,8,6,3,5,3,4
2,25,12,7,8,1,7,5,6,7,2,2,7,6,6,6,6,6,6,18,28,100,2,3,2,1,2,1,28,,1,4,3,5
1,50,42,7,12,1,6,6,6,6,3,3,6,6,6,6,5,6,8,5,11,30,2,5,3,1,2,1,12,4,4,1,4,7
1,42,14,7,2,2,7,6,8,8,2,10,8,7,8,8,7,6,5,12,25,15,1,3,1,1,1,1,2,2,4,2,3,6
1,49,27,7,2,1,6,6,7,7,2,2,7,7,7,7,7,7,7,5,8,14,2,5,4,1,2,1,8,10,3,2,3,8
2,35,14,7,25,2,7,8,9,9,2,7,9,9,2,9,2,9,9,18,8,30,3,10,1,1,1,1,25,2,2,2,8,9
2,56,13,7,9,1,9,9,9,9,1,11,8,8,7,8,8,9,8,4,12,10,2,4,2,1,2,5,,,1,1,8,3
1,45,27,7,25,1,6,7,9,6,2,8,6,6,4,7,6,5,6,6,8,20,2,1,1,1,2,1,12,3,3,2,4,14
2,52,11,7,25,1,7,8,7,7,2,11,7,7,6,6,6,9,7,18,2,90,1,15,1,1,2,7,,,4,8,2,14
2,36,28,7,27,2,5,5,5,5,3,3,6,5,5,6,5,6,5,18,28,30,4,3,1,1,2,1,8,3,1,5,9,14
1,45,12,7,2,1,7,6,7,7,3,11,6,6,6,7,7,7,7,18,8,120,1,2,1,1,2,1,2,1,3,1,3,6
2,38,14,7,24,1,7,7,7,7,2,6,7,7,7,7,7,7,7,4,28,20,1,2,3,1,2,11,,,4,1,2,3
2,38,29,7,8,2,8,8,8,8,2,7,8,8,8,8,8,8,6,4,1,60,1,3,2,1,2,3,,,1,6,8,14
2,37,14,7,25,2,7,7,7,8,2,10,7,8,7,9,4,6,8,5,28,30,2,3,1,1,2,1,28,,4,2,2,6
1,50,13,7,12,2,6,6,7,7,3,8,7,7,6,7,6,6,7,4,2,90,3,2,1,1,2,1,28,,1,2,3,7
2,31,4,7,27,1,8,8,8,8,2,11,8,7,7,7,7,7,8,18,28,10,1,2,2,1,2,9,,,1,2,4,7
1,42,1,7,12,1,9,9,9,9,2,8,9,9,9,9,9,9,9,4,8,3,1,2,1,1,2,2,,,3,2,3,6
2,56,23,7,27,2,10,10,10,9,1,8,9,9,9,9,9,9,9,18,28,14,3,2,1,1,2,1,28,,3,4,9,14
2,35,13,7,2,1,7,8,8,8,2,13,7,7,8,8,7,7,7,18,25,30,1,3,4,1,1,1,25,1,3,2,7,6
1,33,11,7,24,2,5,5,8,8,2,10,7,7,3,7,4,8,7,4,8,30,3,20,6,1,2,1,24,2,3,2,3,10
1,41,11,7,12,1,5,5,5,5,3,19,5,5,5,5,5,5,5,18,8,10,2,2,1,2,3,1,8,1,2,1,3,4
1,44,13,7,1,1,7,7,7,7,3,15,5,6,6,7,6,7,7,4,8,60,1,5,3,1,2,1,8,2,4,1,3,14
2,31,11,7,2,1,5,5,5,5,2,10,6,5,5,6,5,5,5,5,28,30,2,2,1,1,2,1,28,,3,2,7,5
1,30,23,7,25,1,8,9,9,6,2,2,8,8,5,7,6,8,7,18,8,2,3,3,1,2,2,1,8,6,2,2,3,6
1,57,22,7,2,1,8,8,8,8,2,9,8,7,7,9,7,8,8,18,28,7,1,3,1,2,3,1,28,,2,1,3,8
1,42,14,7,8,1,8,8,8,8,2,11,8,8,8,8,8,8,8,3,28,60,1,5,4,2,2,1,28,,2,2,4,11
1,39,14,7,12,1,7,8,8,8,2,11,7,8,7,6,7,8,7,6,8,20,3,8,1,2,3,5,,,2,1,3,5
2,37,13,7,12,1,7,7,7,7,2,7,6,6,6,6,5,4,7,4,8,20,2,10,5,1,3,1,8,1,1,6,5,8
2,48,13,7,2,2,10,10,10,10,1,11,5,5,5,5,5,5,5,18,28,60,1,1,1,1,2,2,,,4,1,8,2
1,55,19,7,24,1,5,5,4,4,3,7,6,6,6,5,5,5,4,18,8,100,1,20,7,1,3,1,24,6,1,6,2,3
2,46,40,7,25,2,6,9,9,5,2,18,10,9,9,10,9,10,10,18,28,60,3,2,1,1,2,1,25,6,1,6,9,2
1,52,20,7,8,1,7,6,7,7,3,10,6,6,6,6,6,6,6,18,28,30,3,5,1,1,3,1,8,3,4,2,3,4
1,39,40,7,12,1,7,6,8,8,2,7,8,7,7,7,7,7,8,18,8,30,3,3,1,1,2,1,12,6,3,6,4,7
2,35,40,7,25,1,7,6,7,7,2,11,9,7,6,8,8,8,8,15,8,30,3,5,1,1,3,1,8,3,3,6,3,6
2,36,1,8,27,1,5,8,8,8,2,9,8,8,5,7,7,7,7,18,28,20,1,5,2,1,2,1,27,3,4,2,7,14
2,28,20,7,24,1,8,7,6,5,3,18,6,6,6,7,7,8,6,18,28,10,1,1,1,1,2,1,8,10,1,1,9,1
2,36,27,7,12,2,5,7,8,8,3,13,8,8,4,8,8,9,9,18,8,30,1,10,1,1,2,1,24,6,3,1,2,3
2,36,14,7,8,2,5,6,8,7,2,7,7,7,6,7,7,7,7,6,25,30,2,3,2,2,2,1,8,1,2,4,3,9
2,30,7,7,2,1,7,7,7,7,3,11,6,5,6,6,6,5,5,18,28,60,1,2,3,1,2,1,2,1,3,6,7,13
2,23,42,7,8,1,5,7,8,7,2,3,7,8,6,7,6,8,6,6,28,10,1,5,1,1,2,1,8,3,4,6,9,14
1,44,13,7,12,2,5,6,6,5,2,9,6,5,5,6,6,5,5,4,8,30,2,5,2,1,2,5,,,1,1,3,4
2,33,12,7,2,2,5,6,7,7,3,7,6,6,7,6,7,6,6,18,25,30,1,5,3,1,3,1,25,1,2,6,7,14
2,52,11,7,2,2,4,4,3,3,4,18,1,1,1,1,1,1,1,18,25,30,1,2,1,1,2,7,,,1,1,2,14
1,57,3,8,2,2,8,8,8,8,2,7,8,7,7,7,8,7,8,9,8,21,1,4,1,1,2,4,,,4,2,4,14
1,34,23,7,27,1,8,7,6,7,2,19,7,7,6,6,6,6,8,2,28,30,3,3,1,1,2,1,28,,3,2,4,5
2,36,13,7,24,2,5,6,6,6,3,9,5,6,5,6,5,6,6,18,8,10,4,3,4,2,1,1,24,2,2,2,2,2
2,89,1,7,24,1,6,6,6,6,3,19,6,6,6,6,6,6,6,18,28,900,7,0,1,1,2,1,27,6,3,6,9,2
2,42,13,7,2,2,5,5,5,5,3,18,5,5,4,5,5,5,5,18,8,90,4,3,1,1,2,11,,,3,1,2,4
1,41,12,7,2,2,3,4,5,3,3,7,5,5,5,5,5,5,5,14,8,60,1,50,1,1,3,1,8,6,1,1,1,1
1,58,27,7,24,2,4,6,4,4,2,8,5,5,5,6,5,5,4,5,28,10,3,3,1,1,2,5,,,1,1,3,8
1,33,26,7,25,1,6,7,7,7,2,11,6,6,6,5,5,6,6,18,8,60,1,5,4,1,2,1,8,4,4,2,4,7
1,31,28,7,25,1,8,6,7,8,2,2,8,9,8,7,6,7,6,6,28,14,2,1,2,1,2,5,,,4,5,3,3
2,26,27,7,12,2,6,3,5,5,2,16,7,7,7,7,6,5,5,11,8,14,1,3,4,1,2,1,8,6,2,2,6,4
1,49,43,7,24,2,7,7,8,7,3,19,7,8,7,8,7,7,7,18,28,30,1,10,3,1,2,1,24,1,1,2,4,5
1,43,11,7,21,1,5,6,5,5,3,1,6,7,6,6,6,6,7,1,24,5,1,3,3,1,2,1,24,9,2,1,3,3
1,57,12,7,12,2,7,6,6,7,3,7,6,6,6,6,6,6,6,16,8,30,3,5,1,1,2,10,,,3,1,2,10
1,44,23,7,14,2,5,5,5,5,4,5,2,2,1,3,3,3,2,5,28,14,2,2,2,1,2,1,14,2,1,2,3,6
1,44,13,7,9,1,5,5,6,5,2,15,7,6,6,7,6,7,6,5,8,14,1,7,2,1,2,1,8,10,3,1,3,8
2,41,27,7,27,2,8,8,6,6,2,11,7,7,6,7,6,6,8,6,27,210,4,2,1,1,2,11,,,2,1,8,14
1,36,13,7,21,2,7,7,7,7,3,19,6,6,6,6,6,6,6,18,8,7,3,1,1,1,1,1,28,,3,1,3,8
2,33,4,7,12,2,6,6,6,6,3,18,8,6,6,6,6,6,6,5,24,30,1,10,5,1,3,1,14,6,4,6,3,14
1,61,23,7,24,1,7,7,7,7,2,11,6,7,6,6,6,7,6,18,8,30,3,3,1,1,2,1,8,6,3,1,8,4
1,60,13,7,9,1,5,5,6,6,2,5,6,7,7,6,6,6,5,18,26,10,1,3,1,2,2,1,8,6,2,1,3,4
1,36,13,7,25,2,6,6,8,9,1,15,9,8,7,8,9,8,8,18,8,90,3,6,7,1,2,1,25,2,3,1,3,5
1,49,42,7,12,2,7,7,7,7,3,3,8,8,7,7,8,7,7,6,8,3,2,0,1,1,2,1,28,,1,1,3,2
2,47,5,7,1,2,10,10,10,10,2,1,8,8,8,9,7,10,8,18,14,30,1,5,2,1,2,5,,,4,6,3,14
2,35,8,7,25,2,4,4,4,4,3,3,4,4,4,4,4,4,4,18,28,20,1,3,1,1,2,1,28,,1,2,8,6
1,35,13,7,2,2,5,7,6,6,3,9,7,5,6,5,5,4,5,3,8,90,2,10,6,3,2,5,,,3,1,3,6
2,41,9,7,12,2,8,8,8,7,2,13,6,8,8,8,7,6,10,6,8,60,3,3,1,1,2,1,8,6,4,2,3,11
1,46,27,7,11,1,1,1,1,1,5,3,1,1,1,1,1,1,1,5,9,10,1,3,2,1,3,1,8,7,3,1,3,14
2,51,1,7,27,1,8,8,7,7,2,9,8,8,7,7,7,6,7,16,28,5,2,10,1,2,2,6,,,2,2,7,4
1,43,22,7,25,1,8,7,8,6,2,16,6,7,2,8,4,9,8,18,8,10,1,5,1,2,2,1,25,2,2,1,3,3
1,49,27,7,2,2,3,3,3,3,3,13,5,4,5,5,5,4,4,18,8,50,3,5,1,1,2,1,28,,4,6,3,5
1,43,11,7,25,2,10,10,10,10,1,7,10,10,10,10,10,10,10,18,8,20,1,2,2,1,1,7,,,1,2,3,5
1,28,11,7,24,1,7,7,8,8,2,7,7,6,5,5,4,6,6,14,8,60,5,6,3,1,2,1,28,,1,1,3,4
1,56,12,8,2,1,7,6,7,6,3,11,7,7,6,7,7,6,6,18,28,90,4,1,1,1,1,5,,,1,2,3,7
2,29,22,7,8,1,9,8,10,9,2,10,10,10,5,10,10,8,10,6,25,15,1,5,2,1,2,1,8,2,4,2,7,5
1,41,47,7,7,2,8,8,8,8,2,11,7,7,7,7,7,7,7,18,25,30,1,3,1,1,2,1,28,,4,2,3,7
2,49,23,7,27,2,9,9,9,9,2,10,8,8,1,8,8,8,1,18,8,50,1,3,1,3,2,1,8,6,3,1,3,14
2,35,13,7,25,2,7,7,5,7,2,8,7,7,7,7,6,6,7,6,8,360,3,3,1,2,2,1,25,2,2,6,3,14
1,27,13,7,25,2,4,4,6,7,2,9,6,6,6,5,5,5,5,5,8,1,1,5,6,1,2,1,8,6,1,1,3,4
2,31,23,7,27,1,7,7,6,6,3,10,6,6,6,7,6,7,7,14,28,14,4,3,2,1,2,10,,,3,6,7,4
1,53,11,7,25,1,7,7,6,7,2,9,6,6,6,6,6,5,6,18,8,30,3,1,1,1,2,1,25,3,3,4,3,6
2,31,13,7,2,2,6,6,6,6,2,11,6,5,3,6,3,7,6,18,8,30,3,20,1,1,2,1,8,6,3,2,3,11
2,48,22,7,27,1,5,7,7,4,4,13,8,8,7,8,5,6,8,18,8,20,3,2,1,1,2,1,8,6,1,6,8,4
2,43,4,7,2,2,7,8,8,8,2,9,8,8,6,7,7,8,9,2,28,50,4,1,2,1,1,1,2,2,3,1,2,3
2,54,1,7,2,1,6,6,6,6,3,7,6,6,6,6,6,6,6,14,28,10,3,2,2,1,2,2,,,1,1,4,7
2,40,46,7,2,1,8,8,7,7,3,3,5,6,6,6,5,6,6,5,12,60,2,3,1,1,1,1,12,4,4,1,3,3
1,66,14,7,2,2,7,7,8,7,2,13,8,8,7,8,8,7,8,6,8,45,2,3,1,3,2,1,2,3,2,2,9,6
1,44,23,8,2,1,1,1,1,1,4,8,2,2,2,2,2,2,2,18,12,60,3,4,1,1,3,2,,,4,6,3,5
1,40,13,7,9,2,5,5,5,5,3,11,5,5,5,5,5,5,5,4,8,90,3,10,1,1,3,1,8,6,4,1,3,5
1,34,25,7,24,2,8,8,8,8,2,9,8,8,8,8,8,8,8,1,8,20,5,3,4,5,2,1,8,2,4,6,3,6
1,34,23,7,21,1,5,6,7,8,3,8,5,6,7,6,7,6,7,5,28,60,4,3,2,2,1,6,,,2,1,5,1
1,47,1,7,21,1,6,6,6,6,2,2,6,6,6,6,6,6,6,14,2,30,1,6,1,1,2,2,,,3,2,3,6
1,67,29,7,25,1,9,9,9,8,2,16,9,8,6,9,7,8,7,17,8,70,2,10,2,3,2,1,25,6,2,1,9,2
2,36,13,7,9,1,5,5,5,5,3,2,6,6,5,6,4,5,6,18,8,60,2,1,1,1,3,1,8,6,1,1,3,14
2,47,26,7,2,1,6,6,7,7,2,9,6,7,6,6,7,7,7,17,28,60,4,6,2,3,2,11,,,2,1,2,2
2,32,13,7,8,2,5,5,5,5,2,2,5,5,5,5,5,5,5,6,25,2,1,3,2,1,2,1,28,,1,2,2,8
2,52,11,7,1,1,8,8,5,5,2,9,8,8,8,7,7,8,9,4,12,150,1,10,1,2,2,5,,,2,8,3,7
2,34,14,7,2,1,7,6,7,7,2,9,7,7,5,6,8,8,7,18,25,180,5,5,2,1,2,1,2,2,1,1,2,3
2,27,28,7,25,1,7,7,7,8,2,10,7,8,6,7,7,7,8,4,8,30,1,10,1,1,2,5,,,4,1,8,2
2,41,13,7,25,1,8,8,8,8,2,13,8,8,8,7,8,8,8,6,8,30,3,7,4,1,2,1,25,1,3,5,2,4
1,69,38,7,20,2,8,8,8,8,2,9,8,7,6,8,8,7,7,18,8,30,2,4,1,1,2,1,20,3,1,2,9,5
2,53,27,7,8,2,10,10,10,10,2,11,7,7,7,7,7,7,8,18,24,1,1,2,1,1,3,1,24,3,1,1,2,3
1,44,22,7,25,2,6,6,6,6,2,2,6,6,6,6,6,6,6,5,28,30,1,2,2,2,2,1,25,2,1,2,3,10
2,22,23,7,21,1,10,10,10,10,1,2,10,10,10,10,10,10,10,2,8,10,1,3,1,1,2,5,,,2,6,3,14
2,29,14,7,11,2,8,9,8,7,2,7,8,7,8,8,9,8,8,18,28,30,3,1,1,1,2,1,8,6,1,2,3,8
2,22,13,7,25,2,6,6,7,7,2,8,6,8,5,6,7,8,7,18,8,20,2,10,3,1,1,1,8,1,3,1,3,12
1,44,11,7,18,1,8,9,9,9,1,8,10,8,5,9,7,8,8,14,8,60,3,5,2,1,2,1,18,3,1,2,3,7
1,30,8,7,27,1,6,8,7,6,3,10,6,6,6,6,6,6,6,2,28,30,5,2,1,1,3,1,8,2,1,1,3,3
1,44,13,7,2,2,7,7,7,7,2,3,7,7,7,7,7,7,5,18,8,90,1,2,1,2,2,1,2,3,2,2,3,5
2,53,43,7,24,1,5,5,5,5,2,7,5,6,4,6,6,6,6,18,2,120,1,3,1,1,2,1,28,,2,1,8,14
1,44,23,7,2,2,3,3,5,5,3,19,4,3,5,3,6,4,4,18,28,1,2,10,7,1,2,1,28,,1,1,3,6
2,27,14,7,25,1,8,9,6,7,2,9,8,8,8,8,8,8,8,3,8,120,3,3,3,1,2,1,8,1,1,2,8,4
2,35,47,7,12,1,6,6,6,6,3,9,8,8,7,7,8,7,8,6,7,15,1,3,7,1,2,1,7,2,3,6,7,7
1,31,27,7,25,2,8,8,8,8,2,16,7,7,7,7,7,7,7,18,28,30,2,3,2,1,2,1,25,2,4,2,4,9
1,42,13,7,2,1,9,10,10,10,2,9,7,7,6,10,10,8,9,5,8,20,1,10,6,1,2,1,2,4,3,1,3,8
2,47,13,7,25,1,5,5,6,6,2,11,7,7,6,6,7,7,7,17,8,30,1,2,1,2,2,1,25,1,2,1,8,2
2,41,13,7,12,1,6,6,6,6,2,2,6,6,7,7,6,7,7,5,8,20,2,20,7,4,2,5,,,2,6,7,10
1,37,40,7,9,1,5,6,6,7,4,10,5,6,5,6,5,6,3,18,8,60,2,2,1,1,3,5,,,1,1,2,14
1,60,13,7,24,2,9,9,9,9,2,3,8,8,8,8,8,8,8,5,8,10,1,10,7,2,2,1,24,1,4,1,9,2
1,56,26,7,12,2,5,5,5,5,3,18,5,5,5,5,5,5,5,5,13,2,1,2,1,5,2,6,,,2,1,3,14
1,39,1,7,12,1,5,6,5,6,3,8,5,5,5,5,5,5,5,18,28,30,1,2,1,1,2,2,,,3,2,3,7
1,62,20,7,12,2,7,8,7,8,3,11,8,8,8,8,8,8,8,18,8,30,2,10,1,1,2,1,28,,1,2,2,4
2,30,22,7,25,2,10,10,10,9,1,9,9,9,5,10,8,9,9,18,28,30,1,3,1,2,1,1,25,4,2,6,7,7
2,36,27,7,8,1,8,8,8,8,2,9,8,8,8,8,8,8,8,6,25,3,3,5,3,1,2,5,,,2,6,3,9
1,51,27,7,25,1,5,4,5,7,3,15,7,7,6,7,7,7,6,18,8,60,2,3,4,1,2,10,,,4,1,3,5
1,38,28,7,8,2,8,8,8,8,2,1,8,8,8,8,8,8,8,6,28,20,1,3,1,1,2,1,8,2,1,2,3,5
2,38,27,7,12,2,9,9,9,9,2,10,8,8,8,8,7,7,6,9,8,30,2,3,1,1,2,1,8,5,3,3,3,4
2,36,28,7,12,1,6,6,6,6,3,19,7,7,7,7,7,7,7,18,28,15,1,1,1,1,2,1,28,,3,4,3,5
2,33,13,7,12,1,7,6,5,7,3,11,6,6,6,6,6,5,7,18,25,45,3,3,1,1,2,2,,,3,1,3,14
2,49,41,7,25,1,5,7,7,7,2,10,7,7,7,7,7,7,7,5,12,180,1,4,4,1,1,1,8,6,1,1,2,3
1,44,7,8,2,1,5,5,5,5,3,11,7,7,5,5,5,5,5,2,9,90,2,4,3,1,1,1,28,,1,1,5,3
1,27,13,7,25,1,6,6,7,7,2,9,8,7,7,6,7,7,7,18,28,4,1,3,1,2,3,1,25,1,2,1,3,3
1,44,13,7,2,1,3,2,9,7,2,9,6,7,7,6,6,7,5,1,25,180,1,10,2,1,3,5,,,4,1,3,14
2,22,28,7,18,2,7,6,6,6,2,13,7,7,6,7,6,5,6,4,8,30,5,10,3,1,2,1,8,3,3,4,4,3
1,28,23,7,25,1,7,7,6,7,2,15,7,7,7,7,7,7,6,18,8,30,2,5,1,1,2,1,8,6,1,4,3,9
2,54,28,7,27,2,8,6,7,7,3,11,6,5,6,6,6,6,6,18,8,30,3,5,1,1,2,1,8,6,3,1,3,3
2,40,9,7,25,1,4,6,3,5,3,7,5,5,3,3,3,3,4,4,14,20,2,5,2,1,2,3,,,4,6,3,3
1,57,14,7,24,1,5,7,7,6,3,13,5,5,4,5,5,5,6,18,28,7,1,3,1,1,2,1,24,3,3,1,3,3
2,35,4,7,2,2,7,7,8,7,2,10,7,7,7,7,7,7,7,9,8,30,2,5,1,1,2,3,,,3,1,3,10
1,43,11,7,2,2,4,6,7,7,3,2,7,6,7,5,6,5,7,18,28,60,3,5,1,2,1,1,2,3,2,1,3,14
2,30,11,7,25,2,6,6,6,6,2,3,7,7,7,7,7,7,7,18,8,2,4,3,2,1,3,1,8,7,4,6,3,7
2,46,1,7,25,1,10,10,10,10,1,2,9,10,5,10,10,10,10,5,27,60,4,5,1,4,2,1,28,,5,1,2,3
2,36,18,7,25,2,5,7,10,8,2,13,6,6,6,6,6,6,6,18,28,40,3,20,1,1,2,1,25,2,4,4,9,6
2,28,14,7,25,2,6,5,5,5,3,19,6,6,7,6,7,6,6,18,28,7,3,2,2,1,2,1,25,1,1,6,8,2
1,44,46,7,2,1,5,9,9,9,2,2,8,8,8,8,8,8,8,4,8,1,1,5,2,2,3,1,8,6,3,1,3,14
2,40,47,7,7,1,5,4,5,6,2,19,6,6,6,6,6,6,6,18,6,30,4,5,4,1,2,5,,,4,6,8,2
2,31,14,7,25,1,8,8,8,8,2,16,7,7,7,6,6,6,6,18,2,50,1,30,7,2,2,1,25,1,2,1,3,5
